config_id,field_name,value,binding_type,authority_path,authority_sha,evidence_kind,source_backed,degraded,note
formal_16x16_wpr1,num_cols,16,RAW_VARIATION_SPACE,/data1/qujh/work/external/OpenYield/size_optimization/experiment.py,54a82ebe66bc91eefc6a6dd4435db7a53ce133591c6c632cfda2d6ec2f3dd4e1,raw_or_derived,True,False,Column choice present in experiment variation space.
formal_16x16_wpr1,addr_width,4,DERIVED_FROM_LOGICAL_NUM_WORDS,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M11_openyield_config_variation/current_supported_config/M11_variation_support_report.json,624bcf8127a32859efc6b5744ad4fcbb0da4da2c0dcd0b2f55edbe8707f46b28,raw_or_derived,True,False,Derived from num_words.
formal_16x16_wpr1,num_banks,1,CANONICAL_SINGLE_BANK_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical top-bank contract supports exactly one bank.
formal_16x16_wpr1,num_ports,1,CANONICAL_SINGLE_PORT_CONTRACT,/tmp/qujh_delay_chain_scratch/storage_relief_20260725/worktrees/project_mainline_inventory_20260726/docs/mapping/openyield_top_bank_semantic_contract.json,3b3f77f6bd29f4ec0a59d8d51f92c29ef175327f55e5555d042ea5b87936f258,raw_or_derived,True,False,Current canonical SRAM top contract uses one shared read/write port.
formal_current_locked_8x64_wpr4,word_size,8,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,False,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,num_words,64,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,False,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,words_per_row,4,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,False,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,num_rows,16,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,True,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,num_cols,32,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,True,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,num_banks,1,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,False,False,Current shipped full-SRAM trial uses the locked M2R spec.
formal_current_locked_8x64_wpr4,num_ports,1,LOCKED_FORMAL_SPEC,/data1/qujh/work/sram_layoutgen_step45_clean/outputs/M2R_full_sram_regen/current_supported_config/M2R_locked_sram_spec.json,09616c1ea1cb45d9f43028ae566a34a83648afbdca400a589ac9b05cef3a587b,locked_spec,False,False,Current shipped full-SRAM trial uses the locked M2R spec.
cfg_16x32_wpr2,word_size,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,num_words,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,words_per_row,2,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,num_rows,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,num_cols,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,addr_width,5,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_16x32_wpr2,num_banks,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_16x32_wpr2__sram_16x32_wpr2_fd45.complete.gds,c651648d34aae4843c79dfcef16c20d086bcb780c0ee89a3d63a965f00153a28,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,word_size,2,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,num_words,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,words_per_row,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,num_rows,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,num_cols,2,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,addr_width,4,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_2x16_wpr1,num_banks,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_2x16_wpr1__sram_2x16_wpr1_fd45.complete.gds,2b8a878c74ae969046ef3c008ec39a8143c47fae8ffe97e9328d66c57acf3481,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,word_size,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,num_words,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,words_per_row,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,num_rows,16,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,num_cols,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,addr_width,4,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x16_wpr1,num_banks,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x16_wpr1__sram_32x16_wpr1_fd45.complete.gds,6c7af659887b796494edef6d35872ab7c3de1f51d0597d943b25a3bfef36227c,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,word_size,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,num_words,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,words_per_row,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,num_rows,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,num_cols,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,addr_width,5,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_32x32_wpr1,num_banks,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_32x32_wpr1__sram_32x32_wpr1_fd45.complete.gds,d83af4bf9c3e1ad425c7c8aca2c6ce1ea38026c38063c210ad7193d7ef6526aa,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,word_size,4,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,num_words,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,words_per_row,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,num_rows,32,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,num_cols,4,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,addr_width,5,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_4x32_wpr1,num_banks,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_4x32_wpr1__sram_4x32_wpr1_fd45.complete.gds,7fa6d1422b273c1fbed855301c5030a65ee0a86f123699269628d9d3c4bf9779,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_64x64_wpr1,word_size,64,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.complete.gds,50e0689900b410224f65423ff01ae8204e0170a4dd9866ef0a5056fda1379273,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_64x64_wpr1,num_words,64,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.complete.gds,50e0689900b410224f65423ff01ae8204e0170a4dd9866ef0a5056fda1379273,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
cfg_64x64_wpr1,words_per_row,1,HISTORICAL_GDS_NAME_DERIVED,outputs/M7_correct_golden_reference/current_supported_config/M7_gds_candidate_inventory.csv::full_layout_collection/_all_gds_and_reports/sram_64x64_wpr1__sram_64x64_wpr1_fd45.complete.gds,50e0689900b410224f65423ff01ae8204e0170a4dd9866ef0a5056fda1379273,historical_manifest,False,True,"Kept in explicit inventory, but downgraded because it is not backed by current raw OpenYield config authority."
