binding_id,openyield_net,openyield_net_role,m9_layoutgen_net,raw_source_file,raw_source_line_start,raw_source_line_end,raw_source_snippet,source_hash,evidence_type,evidence_confidence,is_source_backed,is_inferred,layoutgen_pin_or_bus,layout_region,route_type,implemented_in_gds,physical_shape_evidence,fallback_used,fallback_reason
PINBIND_011_DFF_ROW,DIN[i],write_data_delivery,SRAM_TOP:DIN[i]->DFF_ROW:DIN[i],/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,507,555,"506:         nodes.extend([f'A_dff{i}' for i in range(n_bits)])
507:         if operation == 'write' or operation == 'read&write':
508:             # 添加数据输入输出节点
509:             nodes.extend([f'DIN{i}' for i in range(num_cols)])
510:             nodes.extend([f'DIN_dff{i}' for i in range(num_cols)])
511: 
512:         nodes += ['rbl','rbl_delay','rbl_delay_bar','s_en','w_en','PRE']
513:         self.NODES = nodes
514: 
515:         super().__init__(
516:             nmos_model, pmos_model,
517:             nmos_width, pmos_width, length,
518:             w_rc=w_rc, pi_res=pi_res, pi_cap=pi_cap,
519:         )
520:         self.num_rows=num_rows
521:         self.num_cols=num_cols
522:         self.n_bits = n_bits
523:         #触发器在时钟上升沿触发地址信号
524:         dff_buf_addr=ADDR_DFF(nmos_model=""NMOS_VTG"",
525:             pmos_model=""PMOS_VTG"",num_rows=self.num_rows)
526:         self.subcircuit(dff_buf_addr)
527:             # 构建地址DFF连接列表
528:         addr_dff_connections = ['VDD', 'VSS', 'clk_buf']  # 基本连接
529:             # 添加地址输入连接
530:         for i in range(self.n_bits):
531:             addr_dff_connections.append(f'A{i}')
532:             # 添加地址输出连接
533:         for i in range(self.n_bits):
534:             addr_dff_connections.append(f'A_dff{i}')
535:             # 实例化DFF
536:         self.X('dff_buf_addr',
537:                dff_buf_addr.NAME, *addr_dff_connections)
538: 
539:         if operation == 'write' or operation == 'read&write':
540:             #触发器在时钟上升沿触发数据信号
541:             dff_buf_data=DATA_DFF(nmos_model=""NMOS_VTG"",
542:                 pmos_model=""PMOS_VTG"",num_cols=self.num_cols)  # 对于16x8结构，有8位数据
543:             self.subcircuit(dff_buf_data)
544: 
545:             # 构建数据DFF连接列表
546:             data_dff_connections = ['VDD', 'VSS', 'clk_buf']  # 基本连接
547:             # 添加数据输入连接
548:             for i in range(self.num_cols):
549:                 data_dff_connections.append(f'DIN{i}')
550:             # 添加数据输出连接
551:             for i in range(self.num_cols):
552:                 data_dff_connections.append(f'DIN_dff{i}')
553:             # 实例化DFF
554:             self.X('dff_buf_data',
555:                 dff_buf_data.NAME, *data_dff_connections)
556: ",50cc764e4ec8532a1d3075bce41688c4c8f7cae7e94533f78dcd4d92161cd7a8,RAW_NETLIST_ENTRY,HIGH,True,False,DIN[i],write_data_delivery,periphery_to_column_path,True,periphery_to_column_path,False,
PINBIND_012_write_driver,DIN_dff[i],write_data_delivery,DFF_ROW:DIN_dff[i]->write_driver:DIN,/data1/qujh/work/external/OpenYield/sram_compiler/testbenches/sram_6t_core_testbench.py,612,623,"611: 
612:         # Instantiate write drivers for all columns 为每列添加写驱动器实例
613:         for col in range(self.num_cols):
614:             circuit.X(
615:                 self.wdrv_inst_name + f""_{col}"",
616:                 write_drv.name,
617:                 self.power_node,  # Power net
618:                 self.gnd_node,  # Ground net
619:                 'w_en',  # Write Enable signal
620:                 f'DIN_dff{col}',  # Data In
621:                 f'BL{col}',  # Connect to column bitline
622:                 f'BLB{col}',  # Connect to column bitline bar
623:             )
624: ",e86e4533275f8f5325aaa66bf8792e3c211f0c8282f7336ff1e235d6917b735d,RAW_NETLIST_ENTRY,HIGH,True,False,DIN,write_data_delivery,periphery_to_column_path,True,periphery_to_column_path,False,
PINBIND_013_write_driver,w_en,replica_timing_distribution,CONTROL_LOGIC:w_en->write_driver:EN,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,687,705,"686:             w_en_rbl_input = 'rbl_delay_bar_wen'
687:         #产生写使能
688:         w_en_ref_cols = 64
689:         w_en_scale = max(1, ceil(self.num_cols / w_en_ref_cols))#按列数放大驱动晶体管尺寸
690:         w_en=AND3(nmos_model_nand=""NMOS_VTG"",
691:                 pmos_model_nand=""PMOS_VTG"",
692:                 nmos_model_inv=""NMOS_VTG"",
693:                 pmos_model_inv=""PMOS_VTG"",
694:                 nand_pmos_width=0.27e-6,
695:                 nand_nmos_width=0.18e-6,
696:                 inv_pmos_width=1.08e-6 * w_en_scale,
697:                 inv_nmos_width=0.36e-6 * w_en_scale,
698:                 length=0.05e-6,
699:                 w_rc=w_rc
700:                 )
701:         self.subcircuit(w_en)
702:         self.X('w_en',
703:                w_en.NAME,
704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",",e71c8072947ffc3af66c60b9549b66aebe328fce6565edfb0b9366163c37304f,RAW_NETLIST_ENTRY,HIGH,True,False,EN,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_014_bitcell_array,BL[i];BLB[i],column_pitch_aligned_bitline_bar,write_driver:BL/BLB->bitcell_array:BL[i]/BLB[i],/data1/qujh/work/external/OpenYield/sram_compiler/testbenches/sram_6t_core_testbench.py,613,623,"612:         # Instantiate write drivers for all columns 为每列添加写驱动器实例
613:         for col in range(self.num_cols):
614:             circuit.X(
615:                 self.wdrv_inst_name + f""_{col}"",
616:                 write_drv.name,
617:                 self.power_node,  # Power net
618:                 self.gnd_node,  # Ground net
619:                 'w_en',  # Write Enable signal
620:                 f'DIN_dff{col}',  # Data In
621:                 f'BL{col}',  # Connect to column bitline
622:                 f'BLB{col}',  # Connect to column bitline bar
623:             )
624: ",ba30310c56006f0dd25a3d2cdae60fdb56b4a0ff941e0b894d96b0197b7db89b,RAW_NETLIST_ENTRY,HIGH,True,False,BL[i]/BLB[i],column_pitch_aligned_bitline_bar,vertical_along_array_columns,True,vertical_along_array_columns,False,
PINBIND_015_DELAY_CHAIN,rbl,column_pitch_aligned_bitline,replica_array:RBL/RBLB->DELAY_CHAIN:in,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,659,676,"658: 
659:         #复制位线延迟链
660:         delaychain=DelayChain()
661:         self.subcircuit(delaychain)
662:         self.X('delaychain',
663:                delaychain.NAME,
664:                'VDD', 'VSS', 'rbl', 'rbl_delay')
665:         #复制位线延迟反相
666:         inv_rbl_delay_bar = Pinv(
667:             nmos_model=""NMOS_VTG"",
668:             pmos_model=""PMOS_VTG"",
669:             nmos_width=0.09e-6,
670:             pmos_width=0.27e-6,
671:             length=0.05e-6,
672:         )
673:         self.subcircuit(inv_rbl_delay_bar)
674:         self.X('inv_rbl_delay_bar',
675:                inv_rbl_delay_bar.NAME,
676:                'VDD', 'VSS', 'rbl_delay', 'rbl_delay_bar')
677: ",d110b432c084b822e700b008ecbe87eea11f213b984e95785a8632479a1088f4,RAW_NETLIST_ENTRY,HIGH,True,False,in,column_pitch_aligned_bitline,vertical_along_array_columns,True,vertical_along_array_columns,False,
PINBIND_016_SENSE_ENABLE_PATH,rbl_delay,replica_timing_distribution,DELAY_CHAIN:out->SENSE_ENABLE_PATH:input,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,705,720,"704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",
707:                 pmos_model_nand=""PMOS_VTG"",
708:                 nmos_model_inv=""NMOS_VTG"",
709:                 pmos_model_inv=""PMOS_VTG"",
710:                 nand_pmos_width=0.27e-6,
711:                 nand_nmos_width=0.18e-6,
712:                 inv_pmos_width=1.08e-6 * w_en_scale,
713:                 inv_nmos_width=0.36e-6 * w_en_scale,
714:                 length=0.05e-6,
715:                 w_rc=w_rc
716:             )
717:         self.subcircuit(s_en)
718:         self.X('s_en',
719:                s_en.NAME,
720:                'VDD','VSS' ,'rbl_delay', 'gated_clk_bar' ,'we_bar' ,'s_en' )
721: ",eb62e2ded4b48cde5fe36da19d331e2eace1b1e99a13488706156b13765cb2a0,RAW_NETLIST_ENTRY,HIGH,True,False,input,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_017_WRITE_ENABLE_PATH,rbl_delay_bar,replica_timing_distribution,DELAY_CHAIN:out_bar->WRITE_ENABLE_PATH:input,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,666,705,"665:         #复制位线延迟反相
666:         inv_rbl_delay_bar = Pinv(
667:             nmos_model=""NMOS_VTG"",
668:             pmos_model=""PMOS_VTG"",
669:             nmos_width=0.09e-6,
670:             pmos_width=0.27e-6,
671:             length=0.05e-6,
672:         )
673:         self.subcircuit(inv_rbl_delay_bar)
674:         self.X('inv_rbl_delay_bar',
675:                inv_rbl_delay_bar.NAME,
676:                'VDD', 'VSS', 'rbl_delay', 'rbl_delay_bar')
677: 
678:         w_en_rbl_input = 'rbl_delay_bar'
679: 
680:         if operation == 'write' and self.num_rows == 16 and self.num_cols == 512:
681:             wen_delaychain = WenDelayChain(stages=6, loads_per_stage=4, w_rc=w_rc)
682:             self.subcircuit(wen_delaychain)
683:             self.X('wen_delaychain',
684:                 wen_delaychain.NAME,
685:                 'VDD', 'VSS', 'rbl_delay_bar', 'rbl_delay_bar_wen')
686:             w_en_rbl_input = 'rbl_delay_bar_wen'
687:         #产生写使能
688:         w_en_ref_cols = 64
689:         w_en_scale = max(1, ceil(self.num_cols / w_en_ref_cols))#按列数放大驱动晶体管尺寸
690:         w_en=AND3(nmos_model_nand=""NMOS_VTG"",
691:                 pmos_model_nand=""PMOS_VTG"",
692:                 nmos_model_inv=""NMOS_VTG"",
693:                 pmos_model_inv=""PMOS_VTG"",
694:                 nand_pmos_width=0.27e-6,
695:                 nand_nmos_width=0.18e-6,
696:                 inv_pmos_width=1.08e-6 * w_en_scale,
697:                 inv_nmos_width=0.36e-6 * w_en_scale,
698:                 length=0.05e-6,
699:                 w_rc=w_rc
700:                 )
701:         self.subcircuit(w_en)
702:         self.X('w_en',
703:                w_en.NAME,
704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",",6cc2cc5625fccf004f44a0a0517a909706fb6cf28f25e9a2558cac12f9a84193,RAW_NETLIST_ENTRY,HIGH,True,False,input,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_018_precharge,PRE,replica_timing_distribution,CONTROL_LOGIC:PRE->precharge:ENB,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,735,756,"734: 
735:         pre_unbuf = PNAND3(nmos_model=""NMOS_VTG"",
736:                    pmos_model=""PMOS_VTG"",
737:                    nmos_width=0.27e-6,
738:                    pmos_width=0.27e-6,
739:                    length=0.05e-6,
740:                    w_rc=w_rc
741:                    )
742:         self.subcircuit(pre_unbuf)
743:         self.X('pre_unbuf',
744:             pre_unbuf.NAME,
745:             'VDD', 'VSS', 'gated_clk_buf', 'rbl_delay', 'wl_en_bar', 'PRE_UNBUF')
746: 
747: 
748:         pre_ref_cols = 64
749:         pre_col_scale = (self.num_cols + 1) / (pre_ref_cols + 1)
750:         pre_pmos_scale = max(0.5, self.num_rows / 16)
751:         pre_drive_scale = max(1, ceil(pre_col_scale * pre_pmos_scale))
752:         pre = pdrive2_for_pre(drive_scale=pre_drive_scale)
753:         self.subcircuit(pre)
754:         self.X('pre',
755:                pre.NAME,
756:                'VDD','VSS', 'PRE_UNBUF', 'PRE')
757: ",9f066af0b93b40a8c6ec85d8aba8fdc0833139cd35daa7c968ff23111eb96aec,RAW_NETLIST_ENTRY,HIGH,True,False,ENB,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_019_sense_amp,s_en,replica_timing_distribution,CONTROL_LOGIC:s_en->sense_amp:EN,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,705,720,"704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",
707:                 pmos_model_nand=""PMOS_VTG"",
708:                 nmos_model_inv=""NMOS_VTG"",
709:                 pmos_model_inv=""PMOS_VTG"",
710:                 nand_pmos_width=0.27e-6,
711:                 nand_nmos_width=0.18e-6,
712:                 inv_pmos_width=1.08e-6 * w_en_scale,
713:                 inv_nmos_width=0.36e-6 * w_en_scale,
714:                 length=0.05e-6,
715:                 w_rc=w_rc
716:             )
717:         self.subcircuit(s_en)
718:         self.X('s_en',
719:                s_en.NAME,
720:                'VDD','VSS' ,'rbl_delay', 'gated_clk_bar' ,'we_bar' ,'s_en' )
721: ",eb62e2ded4b48cde5fe36da19d331e2eace1b1e99a13488706156b13765cb2a0,RAW_NETLIST_ENTRY,HIGH,True,False,EN,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_020_DFF_ROW,clk_buf,clock_distribution,CONTROL_LOGIC:clk_buf->DFF_ROW:CLK,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,523,607,"522:         self.n_bits = n_bits
523:         #触发器在时钟上升沿触发地址信号
524:         dff_buf_addr=ADDR_DFF(nmos_model=""NMOS_VTG"",
525:             pmos_model=""PMOS_VTG"",num_rows=self.num_rows)
526:         self.subcircuit(dff_buf_addr)
527:             # 构建地址DFF连接列表
528:         addr_dff_connections = ['VDD', 'VSS', 'clk_buf']  # 基本连接
529:             # 添加地址输入连接
530:         for i in range(self.n_bits):
531:             addr_dff_connections.append(f'A{i}')
532:             # 添加地址输出连接
533:         for i in range(self.n_bits):
534:             addr_dff_connections.append(f'A_dff{i}')
535:             # 实例化DFF
536:         self.X('dff_buf_addr',
537:                dff_buf_addr.NAME, *addr_dff_connections)
538: 
539:         if operation == 'write' or operation == 'read&write':
540:             #触发器在时钟上升沿触发数据信号
541:             dff_buf_data=DATA_DFF(nmos_model=""NMOS_VTG"",
542:                 pmos_model=""PMOS_VTG"",num_cols=self.num_cols)  # 对于16x8结构，有8位数据
543:             self.subcircuit(dff_buf_data)
544: 
545:             # 构建数据DFF连接列表
546:             data_dff_connections = ['VDD', 'VSS', 'clk_buf']  # 基本连接
547:             # 添加数据输入连接
548:             for i in range(self.num_cols):
549:                 data_dff_connections.append(f'DIN{i}')
550:             # 添加数据输出连接
551:             for i in range(self.num_cols):
552:                 data_dff_connections.append(f'DIN_dff{i}')
553:             # 实例化DFF
554:             self.X('dff_buf_data',
555:                 dff_buf_data.NAME, *data_dff_connections)
556: 
557: 
558:         #产生内部时钟
559:         # 让 clkbuf 按实际 DFF 负载自动放大
560:         ref_rows = 16
561:         ref_cols = 16
562:         ref_bits = ceil(log2(ref_rows))
563: 
564:         clk_dff_count = self.n_bits + 2  # 地址DFF + CS_DFF + WE_DFF
565:         ref_dff_count = ref_bits + 2
566: 
567:         if operation == 'write' or operation == 'read&write':
568:             clk_dff_count += self.num_cols
569:             ref_dff_count += ref_cols
570: 
571:         clk_drive_scale = max(1.0, clk_dff_count / ref_dff_count)
572: 
573:         clkbuf = pdrive(
574:             nmos_model=""NMOS_VTG"",
575:             pmos_model=""PMOS_VTG"",
576:             drive_scale=clk_drive_scale
577:         )
578:         self.subcircuit(clkbuf)
579:         self.X('clkbuf',
580:                clkbuf.NAME,
581:                'VDD', 'VSS', 'clk', 'clk_buf')
582:         #产生内部主时钟的反信号
583:         inv_clk_bar = Pinv(
584:             nmos_model=""NMOS_VTG"",
585:             pmos_model=""PMOS_VTG"",
586:             nmos_width=0.09e-6,
587:             pmos_width=0.27e-6,
588:             length=0.05e-6,
589:         )
590:         self.subcircuit(inv_clk_bar)
591:         self.X('inv_clk_bar',
592:                inv_clk_bar.NAME,
593:                'VDD', 'VSS', 'clk_buf', 'clk_bar')
594:         #触发器在时钟上升沿触发片选信号
595:         dff_buf=DFF_BUF(nmos_model=""NMOS_VTG"",
596:             pmos_model=""PMOS_VTG"")
597:         self.subcircuit(dff_buf)
598:         self.X('dff_buf',
599:                dff_buf.NAME,
600:                'VDD', 'VSS', 'csb', 'cs_bar','cs','clk_buf')
601:         #触发器在时钟上升沿触发写信号
602:         dff_buf1=DFF_BUF(nmos_model=""NMOS_VTG"",
603:             pmos_model=""PMOS_VTG"")
604:         self.subcircuit(dff_buf1)
605:         self.X('dff_buf1',
606:                dff_buf1.NAME,
607:                'VDD', 'VSS', 'web', 'we_bar','we','clk_buf')
608:         #门控时钟（反相）",16216fa5e5c079ca76d8c2eae8e8c76b060931d2639f11aa694ce5a4da877c25,RAW_NETLIST_ENTRY,HIGH,True,False,CLK,clock_distribution,top_clock_spine,True,top_clock_spine,False,
PINBIND_021_GATED_CLOCK_PATH,gated_clk_bar;gated_clk_buf,clock_distribution,CONTROL_LOGIC:gated_clk_bar/gated_clk_buf->GATED_CLOCK_PATH:internal gates,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,608,639,"607:                'VDD', 'VSS', 'web', 'we_bar','we','clk_buf')
608:         #门控时钟（反相）
609:         and2_gated_clk_bar=AND2(nmos_model_nand=""NMOS_VTG"",
610:                                 pmos_model_nand=""PMOS_VTG"",
611:                                 nmos_model_inv=""NMOS_VTG"",
612:                                 pmos_model_inv=""PMOS_VTG"",
613:                                 nand_pmos_width=0.27e-6,
614:                                 nand_nmos_width=0.18e-6,
615:                                 inv_pmos_width=1.62e-6,
616:                                 inv_nmos_width=0.54e-6,
617:                                 length=0.05e-6,
618:                                 w_rc=w_rc
619:                                 )
620:         self.subcircuit(and2_gated_clk_bar)
621:         self.X('and2_gated_clk_bar',
622:             and2_gated_clk_bar.NAME,
623:             'VDD', 'VSS', 'cs', 'clk_bar','gated_clk_bar')
624:         #门控时钟
625:         and2_gated_clk_buf=AND2(nmos_model_nand=""NMOS_VTG"",
626:                                 pmos_model_nand=""PMOS_VTG"",
627:                                 nmos_model_inv=""NMOS_VTG"",
628:                                 pmos_model_inv=""PMOS_VTG"",
629:                                 nand_pmos_width=0.27e-6,
630:                                 nand_nmos_width=0.18e-6,
631:                                 inv_pmos_width=1.62e-6,
632:                                 inv_nmos_width=0.54e-6,
633:                                 length=0.05e-6,
634:                                 w_rc=w_rc
635:                                 )
636:         self.subcircuit(and2_gated_clk_buf)
637:         self.X('and2_gated_clk_buf',
638:                and2_gated_clk_buf.NAME,
639:                'VDD', 'VSS', 'cs', 'clk_buf','gated_clk_buf')
640:         #字线使能，在clk的低电平",07d7e0e4b73718cc511b6c901f20e9b90b8302f38202b70a91d86e8c06af1152,RAW_NETLIST_ENTRY,HIGH,True,False,internal gates,clock_distribution,top_clock_spine,True,top_clock_spine,False,
PINBIND_022_WORDLINE_ENABLE_PATH,wl_en,replica_timing_distribution,CONTROL_LOGIC:wl_en->WORDLINE_ENABLE_PATH:derived output,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,640,657,"639:                'VDD', 'VSS', 'cs', 'clk_buf','gated_clk_buf')
640:         #字线使能，在clk的低电平
641:         wl_en=wl_pdrive()
642:         self.subcircuit(wl_en)
643:         self.X('wl_en',
644:                wl_en.NAME,
645:                'VDD', 'VSS', 'gated_clk_bar', 'wl_en')
646:         inv_wl_en_bar = Pinv(
647:             nmos_model=""NMOS_VTG"",
648:             pmos_model=""PMOS_VTG"",
649:             nmos_width=0.09e-6,
650:             pmos_width=0.27e-6,
651:             length=0.05e-6,
652:             num='_wl_en_bar'
653:         )
654:         self.subcircuit(inv_wl_en_bar)
655:         self.X('inv_wl_en_bar',
656:             inv_wl_en_bar.NAME,
657:             'VDD', 'VSS', 'wl_en', 'wl_en_bar')
658: ",b2a5613217041a000d8212754b0f20565cebbe2e88aaa156668e9d3ad5753c3f,RAW_NETLIST_ENTRY,HIGH,True,False,derived output,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_023_PRECHARGE_ENABLE_PATH,PRE,replica_timing_distribution,CONTROL_LOGIC:PRE->PRECHARGE_ENABLE_PATH:derived output,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,735,756,"734: 
735:         pre_unbuf = PNAND3(nmos_model=""NMOS_VTG"",
736:                    pmos_model=""PMOS_VTG"",
737:                    nmos_width=0.27e-6,
738:                    pmos_width=0.27e-6,
739:                    length=0.05e-6,
740:                    w_rc=w_rc
741:                    )
742:         self.subcircuit(pre_unbuf)
743:         self.X('pre_unbuf',
744:             pre_unbuf.NAME,
745:             'VDD', 'VSS', 'gated_clk_buf', 'rbl_delay', 'wl_en_bar', 'PRE_UNBUF')
746: 
747: 
748:         pre_ref_cols = 64
749:         pre_col_scale = (self.num_cols + 1) / (pre_ref_cols + 1)
750:         pre_pmos_scale = max(0.5, self.num_rows / 16)
751:         pre_drive_scale = max(1, ceil(pre_col_scale * pre_pmos_scale))
752:         pre = pdrive2_for_pre(drive_scale=pre_drive_scale)
753:         self.subcircuit(pre)
754:         self.X('pre',
755:                pre.NAME,
756:                'VDD','VSS', 'PRE_UNBUF', 'PRE')
757: ",9f066af0b93b40a8c6ec85d8aba8fdc0833139cd35daa7c968ff23111eb96aec,RAW_NETLIST_ENTRY,HIGH,True,False,derived output,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_024_WRITE_ENABLE_PATH,w_en,replica_timing_distribution,CONTROL_LOGIC:w_en->WRITE_ENABLE_PATH:derived output,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,687,705,"686:             w_en_rbl_input = 'rbl_delay_bar_wen'
687:         #产生写使能
688:         w_en_ref_cols = 64
689:         w_en_scale = max(1, ceil(self.num_cols / w_en_ref_cols))#按列数放大驱动晶体管尺寸
690:         w_en=AND3(nmos_model_nand=""NMOS_VTG"",
691:                 pmos_model_nand=""PMOS_VTG"",
692:                 nmos_model_inv=""NMOS_VTG"",
693:                 pmos_model_inv=""PMOS_VTG"",
694:                 nand_pmos_width=0.27e-6,
695:                 nand_nmos_width=0.18e-6,
696:                 inv_pmos_width=1.08e-6 * w_en_scale,
697:                 inv_nmos_width=0.36e-6 * w_en_scale,
698:                 length=0.05e-6,
699:                 w_rc=w_rc
700:                 )
701:         self.subcircuit(w_en)
702:         self.X('w_en',
703:                w_en.NAME,
704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",",e71c8072947ffc3af66c60b9549b66aebe328fce6565edfb0b9366163c37304f,RAW_NETLIST_ENTRY,HIGH,True,False,derived output,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_025_SENSE_ENABLE_PATH,s_en,replica_timing_distribution,CONTROL_LOGIC:s_en->SENSE_ENABLE_PATH:derived output,/data1/qujh/work/external/OpenYield/sram_compiler/subcircuits/time_generate.py,705,720,"704:                'VDD','VSS' , w_en_rbl_input , 'gated_clk_bar' ,'we', 'w_en' )
705:         #产生灵敏放大器
706:         s_en=AND3(nmos_model_nand=""NMOS_VTG"",
707:                 pmos_model_nand=""PMOS_VTG"",
708:                 nmos_model_inv=""NMOS_VTG"",
709:                 pmos_model_inv=""PMOS_VTG"",
710:                 nand_pmos_width=0.27e-6,
711:                 nand_nmos_width=0.18e-6,
712:                 inv_pmos_width=1.08e-6 * w_en_scale,
713:                 inv_nmos_width=0.36e-6 * w_en_scale,
714:                 length=0.05e-6,
715:                 w_rc=w_rc
716:             )
717:         self.subcircuit(s_en)
718:         self.X('s_en',
719:                s_en.NAME,
720:                'VDD','VSS' ,'rbl_delay', 'gated_clk_bar' ,'we_bar' ,'s_en' )
721: ",eb62e2ded4b48cde5fe36da19d331e2eace1b1e99a13488706156b13765cb2a0,RAW_NETLIST_ENTRY,HIGH,True,False,derived output,replica_timing_distribution,replica_chain_periphery_route,True,replica_chain_periphery_route,False,
PINBIND_026_all_modules,VDD;VSS,power_distribution,VDD/GND:VDD/VSS->all_modules:power pins,/data1/qujh/work/external/OpenYield/sram_compiler/testbenches/sram_6t_core_testbench.py,861,863,"860: 
861:         # Power supply
862:         circuit.V(self.power_node, self.power_node, self.gnd_node, self.vdd @ u_V)
863:         circuit.V(self.gnd_node, self.gnd_node, circuit.gnd, 0 @ u_V)
864: ",e0e8365f69aeb340771fc2a958f226743227aa7bbbb1b48c31d10ce7f29d818f,RAW_NETLIST_ENTRY,HIGH,True,False,power pins,power_distribution,top_level_rails_and_stitches,True,top_level_rails_and_stitches,False,
